chr	start	stop
ENSMUSG00000035439	chr8	71701205	71725578
ENSMUSG00000034911	chr8	71836916	71848485
ENSMUSG00000031820	chr8	71849467	71857417
ENSMUSG00000007950	chr8	71909343	71916371
ENSMUSG00000034880	chr8	71917555	71918396
ENSMUSG00000034845	chr8	71948674	71964506
ENSMUSG00000031813	chr8	71995533	72001506
ENSMUSG00000031808	chr8	72021095	72041866
ENSMUSG00000031807	chr8	72044202	72053768
ENSMUSG00000034807	chr8	72063607	72079451
ENSMUSG00000052446	chr8	72704881	72767210
ENSMUSG00000031799	chr8	72884018	72906987
ENSMUSG00000055148	chr8	73072726	73075502
ENSMUSG00000052488	chr8	73214319	73229476
ENSMUSG00000031791	chr8	73325723	73341141
ENSMUSG00000031622	chr8	73449880	73484833
ENSMUSG00000034518	chr8	75719984	75758606
ENSMUSG00000031618	chr8	77625576	77971863
ENSMUSG00000031617	chr8	78321361	78337386
ENSMUSG00000031616	chr8	78386590	78451552
ENSMUSG00000031684	chr8	79235943	79460644
ENSMUSG00000031683	chr8	79456724	79547869
ENSMUSG00000031681	chr8	80065023	80126168
ENSMUSG00000031715	chr8	81425136	81466152
ENSMUSG00000031714	chr8	81491061	81607279
ENSMUSG00000031712	chr8	83054226	83129874
ENSMUSG00000031711	chr8	83490073	83501355
ENSMUSG00000031709	chr8	83891978	83999568
ENSMUSG00000035151	chr8	84039260	84059128
ENSMUSG00000033938	chr8	84293300	84298255
ENSMUSG00000031708	chr8	84298325	84334600
ENSMUSG00000013033	chr8	84626588	84668583
ENSMUSG00000031706	chr8	84793460	84823942
ENSMUSG00000034656	chr8	85065224	85367997
ENSMUSG00000053560	chr8	85387960	85389483
ENSMUSG00000033751	chr8	85558151	85563430
ENSMUSG00000052926	chr8	85683232	85696408
ENSMUSG00000052837	chr8	85701113	85705359
ENSMUSG00000052566	chr8	85717191	85730956
ENSMUSG00000052456	chr8	85744557	85752366
ENSMUSG00000031691	chr8	85761958	85784214
ENSMUSG00000008167	chr8	85786682	85795623
ENSMUSG00000031696	chr8	85986024	86026431
ENSMUSG00000031697	chr8	86026219	86034912
ENSMUSG00000031700	chr8	86218810	86255577
ENSMUSG00000031701	chr8	86264259	86282031
ENSMUSG00000031703	chr8	86443373	86567605
ENSMUSG00000031652	chr8	87534788	87611954
ENSMUSG00000031657	chr8	88864428	88898656
ENSMUSG00000031659	chr8	88998882	89059394
ENSMUSG00000031660	chr8	89057667	89088875
ENSMUSG00000031662	chr8	89352586	89362791
ENSMUSG00000031665	chr8	89753863	89770823
ENSMUSG00000056608	chr8	91554934	91781527
ENSMUSG00000031666	chr8	91796664	91850492
ENSMUSG00000031667	chr8	91797169	91926604
ENSMUSG00000033282	chr8	91943658	92040016
ENSMUSG00000055932	chr8	92039953	92395070
ENSMUSG00000031734	chr8	92525153	92528695
ENSMUSG00000031740	chr8	93553902	93580049
ENSMUSG00000033192	chr8	93581919	93645910
ENSMUSG00000056973	chr8	93892693	93924466
ENSMUSG00000031725	chr8	93981999	94006375
ENSMUSG00000031751	chr8	94697489	94739479
ENSMUSG00000031754	chr8	94741848	94763675
ENSMUSG00000033009	chr8	94763397	94802886
ENSMUSG00000031755	chr8	94794580	94825556
ENSMUSG00000031762	chr8	94898819	94900207
ENSMUSG00000031765	chr8	94905710	94906955
ENSMUSG00000032939	chr8	94941089	95044987
ENSMUSG00000031766	chr8	95055829	95094170
ENSMUSG00000031770	chr8	95113022	95123141
ENSMUSG00000034361	chr8	95259332	95297161
ENSMUSG00000031774	chr8	95300023	95328625
ENSMUSG00000031776	chr8	95393228	95401101
ENSMUSG00000031775	chr8	95401522	95422920
ENSMUSG00000031778	chr8	95498637	95509055
ENSMUSG00000031781	chr8	95544412	95565492
ENSMUSG00000031782	chr8	95564949	95581525
ENSMUSG00000031783	chr8	95584078	95600163
ENSMUSG00000031785	chr8	95701315	95742028
ENSMUSG00000031788	chr8	95826350	95930066
ENSMUSG00000031796	chr8	96146873	96161541
ENSMUSG00000031672	chr8	96590760	96615190
ENSMUSG00000031673	chr8	103358726	103512687
ENSMUSG00000031871	chr8	104828231	104871143
ENSMUSG00000054400	chr8	104977493	104992536
ENSMUSG00000031875	chr8	105065985	105074901
ENSMUSG00000031878	chr8	105237508	105261283
ENSMUSG00000031881	chr8	105328543	105351028
ENSMUSG00000031880	chr8	105354695	105357990
ENSMUSG00000031879	chr8	105366470	105368831
ENSMUSG00000031885	chr8	105897291	105944633
ENSMUSG00000031889	chr8	105951777	105989049
ENSMUSG00000031887	chr8	105984883	105996354
ENSMUSG00000014859	chr8	106024243	106032003
ENSMUSG00000014856	chr8	106052953	106062117
ENSMUSG00000014778	chr8	106055795	106074607
ENSMUSG00000014846	chr8	106193662	106198158
ENSMUSG00000031891	chr8	106245369	106250620
ENSMUSG00000013160	chr8	106251086	106292747
ENSMUSG00000013150	chr8	106440486	106485323
ENSMUSG00000031897	chr8	106662362	106665077
ENSMUSG00000017765	chr8	106670216	106692790
ENSMUSG00000031901	chr8	106717683	106781552
ENSMUSG00000031902	chr8	106785472	106857175
ENSMUSG00000031903	chr8	106876653	106891733
ENSMUSG00000031904	chr8	106895139	106925346
ENSMUSG00000033106	chr8	106927068	106937618
ENSMUSG00000031906	chr8	106979176	107064670
ENSMUSG00000031907	chr8	107141915	107166318
ENSMUSG00000031913	chr8	107757747	107772450
ENSMUSG00000031916	chr8	107770474	107783339
ENSMUSG00000031917	chr8	107777399	107787563
ENSMUSG00000031919	chr8	107788108	107792297
ENSMUSG00000031921	chr8	107796032	107823206
ENSMUSG00000031924	chr8	107877210	107922737
ENSMUSG00000031930	chr8	108162988	108286023
ENSMUSG00000031730	chr8	110317492	110335347
ENSMUSG00000031729	chr8	110397939	110419934
ENSMUSG00000031728	chr8	110431407	110452790
ENSMUSG00000031731	chr8	110505186	110590839
ENSMUSG00000031732	chr8	110595174	110671303
ENSMUSG00000010936	chr8	111345182	111447032
ENSMUSG00000033763	chr8	111447917	111468035
ENSMUSG00000033732	chr8	111534934	111573677
ENSMUSG00000031753	chr8	111573232	111609321
ENSMUSG00000031749	chr8	111646367	111699497
ENSMUSG00000015023	chr8	111700684	111724465
ENSMUSG00000033658	chr8	111729803	111758383
ENSMUSG00000031960	chr8	111754391	111784296
ENSMUSG00000033624	chr8	111820829	111866412
ENSMUSG00000033596	chr8	111997575	112026883
ENSMUSG00000031959	chr8	112175409	112248747
ENSMUSG00000033545	chr8	112262729	112352662
ENSMUSG00000031958	chr8	112350417	112357006
ENSMUSG00000055835	chr8	112370033	112398655
ENSMUSG00000031955	chr8	112434491	112470521
ENSMUSG00000031954	chr8	112491303	112581070
ENSMUSG00000031950	chr8	112667322	112682011
ENSMUSG00000031949	chr8	112691828	112718963
ENSMUSG00000031948	chr8	112719747	112738004
ENSMUSG00000033430	chr8	112737991	112747851
ENSMUSG00000031767	chr8	114860297	114882092
ENSMUSG00000055435	chr8	116409632	116434579
ENSMUSG00000031758	chr8	117295463	117460096
ENSMUSG00000014633	chr8	117612052	117648680
ENSMUSG00000034424	chr8	117708549	117720320
ENSMUSG00000052557	chr8	117884874	117942736
ENSMUSG00000034390	chr8	117983385	118186179
ENSMUSG00000034330	chr8	118224988	118361881
ENSMUSG00000031843	chr8	118516078	118528746
ENSMUSG00000031841	chr8	119010328	120051660
ENSMUSG00000031839	chr8	120071174	120082919
ENSMUSG00000031835	chr8	120234415	120285605
ENSMUSG00000031827	chr8	120535961	120567323
ENSMUSG00000031828	chr8	120588945	120604333
ENSMUSG00000031826	chr8	120637099	120684299
ENSMUSG00000031825	chr8	120719177	120779532
ENSMUSG00000031823	chr8	120807629	120828274
ENSMUSG00000031822	chr8	120955195	121308129
ENSMUSG00000031821	chr8	121305372	121316043
ENSMUSG00000031819	chr8	121380653	121395320
ENSMUSG00000031818	chr8	121391505	121400950
ENSMUSG00000031816	chr8	121818367	121835145
ENSMUSG00000052934	chr8	122276177	122305642
ENSMUSG00000031812	chr8	122317100	122325499
ENSMUSG00000017478	chr8	123103299	123144101
ENSMUSG00000006519	chr8	123150422	123159706
ENSMUSG00000006517	chr8	123160336	123170324
ENSMUSG00000014470	chr8	123192881	123202860
ENSMUSG00000014444	chr8	123208437	123278072
ENSMUSG00000006585	chr8	123294703	123300293
ENSMUSG00000006589	chr8	123301184	123303648
ENSMUSG00000015027	chr8	123304976	123338276
ENSMUSG00000015013	chr8	123338339	123345311
ENSMUSG00000015016	chr8	123502181	123544626
ENSMUSG00000099881	chr8	123769121	123771349
ENSMUSG00000033862	chr8	123951558	123959010
ENSMUSG00000031967	chr8	124204576	124238950
ENSMUSG00000031972	chr8	124618501	124623661
ENSMUSG00000031974	chr8	124679198	124710068
ENSMUSG00000031979	chr8	125247503	125281750
ENSMUSG00000031980	chr8	125279301	125296716
ENSMUSG00000031983	chr8	125362491	125390171
ENSMUSG00000031984	chr8	125563684	125589859
ENSMUSG00000031985	chr8	125589754	125619303
ENSMUSG00000031987	chr8	125635308	125676865
ENSMUSG00000056820	chr8	125739636	125767350
ENSMUSG00000031851	chr8	126456702	126474976
ENSMUSG00000033998	chr8	126721842	126757440
ENSMUSG00000057060	chr8	126865734	127122719
ENSMUSG00000033931	chr8	127673781	127697867
ENSMUSG00000025812	chr8	127790392	128338767
ENSMUSG00000025810	chr8	129085085	129231082
ENSMUSG00000025809	chr8	129411876	129460618
ENSMUSG00000025899	chr9	3335110	3391167
ENSMUSG00000025898	chr9	3403592	3494192
ENSMUSG00000025894	chr9	4286456	4309801
ENSMUSG00000025893	chr9	4309715	4332756
ENSMUSG00000025892	chr9	4417604	4796326
ENSMUSG00000025888	chr9	5298508	5307290
ENSMUSG00000033538	chr9	5308828	5336783
ENSMUSG00000032006	chr9	6168240	6379265
ENSMUSG00000032002	chr9	7184509	7211322
ENSMUSG00000032000	chr9	7845790	7873229
ENSMUSG00000053110	chr9	7932000	8004661
ENSMUSG00000031925	chr9	13298302	13620684
ENSMUSG00000031918	chr9	13659706	13720204
ENSMUSG00000031922	chr9	13719065	13738706
ENSMUSG00000032009	chr9	14186363	14244397
ENSMUSG00000013076	chr9	14453262	14556352
ENSMUSG00000031931	chr9	14689360	14696152
ENSMUSG00000031928	chr9	14695512	14749335
ENSMUSG00000031937	chr9	15150329	15170716
ENSMUSG00000031935	chr9	15171258	15191253
ENSMUSG00000031938	chr9	15194627	15217744
ENSMUSG00000031939	chr9	15217502	15228293
ENSMUSG00000032171	chr9	20563353	20581644
ENSMUSG00000032175	chr9	21015363	21042689
ENSMUSG00000032177	chr9	21073005	21124544
ENSMUSG00000035047	chr9	21183454	21199280
ENSMUSG00000032178	chr9	21279022	21316668
ENSMUSG00000033335	chr9	21336183	21419059
ENSMUSG00000032180	chr9	21418673	21421548
ENSMUSG00000032185	chr9	21458056	21503919
ENSMUSG00000032187	chr9	21527398	21615526
ENSMUSG00000032193	chr9	21634779	21661219
ENSMUSG00000032194	chr9	21678068	21710056
ENSMUSG00000032198	chr9	21710352	21764128
ENSMUSG00000013822	chr9	22019966	22028585
ENSMUSG00000010607	chr9	22068135	22069666
ENSMUSG00000032239	chr9	22307768	22381039
ENSMUSG00000031963	chr9	23134325	23396509
ENSMUSG00000008429	chr9	25019416	25063412
ENSMUSG00000031969	chr9	26883155	26910867
ENSMUSG00000035443	chr9	26910395	26918847
ENSMUSG00000031988	chr9	26915799	26941923
ENSMUSG00000035024	chr9	26941456	27006626
ENSMUSG00000031990	chr9	27005652	27066915
ENSMUSG00000031993	chr9	30338279	30381658
ENSMUSG00000031996	chr9	31053586	31123183
ENSMUSG00000016087	chr9	32333500	32454157
ENSMUSG00000032035	chr9	32547517	32669116
ENSMUSG00000032036	chr9	34397190	34951024
ENSMUSG00000032038	chr9	34957872	35034889
ENSMUSG00000032040	chr9	35035701	35087357
ENSMUSG00000032042	chr9	35111471	35172234
ENSMUSG00000032044	chr9	35179122	35189027
ENSMUSG00000032116	chr9	36640640	36678975
ENSMUSG00000032121	chr9	37119473	37137256
ENSMUSG00000032122	chr9	37138881	37167112
ENSMUSG00000034303	chr9	37187130	37259728
ENSMUSG00000011114	chr9	37560059	37568798
ENSMUSG00000032024	chr9	40596919	40696868
ENSMUSG00000015656	chr9	40711630	40731039
ENSMUSG00000032020	chr9	40922389	41072993
ENSMUSG00000032018	chr9	42162891	42175605
ENSMUSG00000032017	chr9	42429431	42856154
ENSMUSG00000032015	chr9	43035228	43121666
ENSMUSG00000032014	chr9	43126880	43151252
ENSMUSG00000032012	chr9	43655019	43743955
ENSMUSG00000032010	chr9	43978264	44006924
ENSMUSG00000053128	chr9	44006928	44024814
ENSMUSG00000032135	chr9	44045504	44054025
ENSMUSG00000034342	chr9	44054273	44145562
ENSMUSG00000032105	chr9	44158603	44162788
ENSMUSG00000032119	chr9	44201341	44217018
ENSMUSG00000032120	chr9	44219892	44232113
ENSMUSG00000032123	chr9	44237316	44245247
ENSMUSG00000032126	chr9	44247593	44255525
ENSMUSG00000032127	chr9	44259044	44273086
ENSMUSG00000032115	chr9	44290418	44303666
ENSMUSG00000032112	chr9	44307992	44318897
ENSMUSG00000032114	chr9	44308144	44314265
ENSMUSG00000009927	chr9	44318436	44322627
ENSMUSG00000032097	chr9	44514963	44552028
ENSMUSG00000032096	chr9	44651966	44679147
ENSMUSG00000032092	chr9	44951097	44966065
ENSMUSG00000032089	chr9	45165132	45180563
ENSMUSG00000032086	chr9	45749834	45776173
ENSMUSG00000035382	chr9	45817750	45841031
ENSMUSG00000032085	chr9	45840909	45847404
ENSMUSG00000034908	chr9	45849119	45866599
ENSMUSG00000034135	chr9	45924102	46135492
ENSMUSG00000032078	chr9	46184362	46193941
ENSMUSG00000032076	chr9	47441471	47773576
ENSMUSG00000032026	chr9	48379812	48392010
ENSMUSG00000032271	chr9	48448913	48518959
ENSMUSG00000032267	chr9	48896617	48955283
ENSMUSG00000032264	chr9	48966804	48990105
ENSMUSG00000032068	chr9	50405817	50420299
ENSMUSG00000032067	chr9	50432917	50440024
ENSMUSG00000032064	chr9	50574052	50650839
ENSMUSG00000032062	chr9	50650990	50657897
ENSMUSG00000032060	chr9	50651859	50668567
ENSMUSG00000032059	chr9	50686227	50755784
ENSMUSG00000032058	chr9	50756601	50811387
ENSMUSG00000032051	chr9	51852253	51875291
ENSMUSG00000032050	chr9	51958473	52015538
ENSMUSG00000035164	chr9	52020873	52080106
ENSMUSG00000053289	chr9	53005789	53159439
ENSMUSG00000034487	chr9	53294973	53313167
ENSMUSG00000034218	chr9	53348097	53448236
ENSMUSG00000033054	chr9	53448247	53486866
ENSMUSG00000032047	chr9	53450461	53521731
ENSMUSG00000032030	chr9	53525882	53581314
ENSMUSG00000055069	chr9	53595302	53617551
ENSMUSG00000032279	chr9	54493575	54514730
ENSMUSG00000032285	chr9	54606147	54623601
ENSMUSG00000032293	chr9	54770970	54820011
ENSMUSG00000032301	chr9	54858066	54866448
ENSMUSG00000032307	chr9	55056137	55114815
ENSMUSG00000032309	chr9	55116209	55132167
ENSMUSG00000032314	chr9	55361714	55419792
ENSMUSG00000034007	chr9	55457155	55845494
ENSMUSG00000032320	chr9	55949096	55969166
ENSMUSG00000032324	chr9	56039009	56072761
ENSMUSG00000032329	chr9	56325613	56404223
ENSMUSG00000032911	chr9	56772317	56807187
ENSMUSG00000032288	chr9	56844722	56850236
ENSMUSG00000055334	chr9	56858126	56894512
ENSMUSG00000032290	chr9	56902148	56970105
ENSMUSG00000032295	chr9	57037878	57050006
ENSMUSG00000032299	chr9	57062313	57065644
ENSMUSG00000032300	chr9	57160400	57169895
ENSMUSG00000032306	chr9	57445543	57460185
ENSMUSG00000032312	chr9	57533543	57560914
ENSMUSG00000032316	chr9	57657836	57677642
ENSMUSG00000055720	chr9	57817757	57839538
ENSMUSG00000032334	chr9	58195014	58220495
ENSMUSG00000032336	chr9	58489455	58565238
ENSMUSG00000032340	chr9	58781965	58944238
ENSMUSG00000032294	chr9	59563364	59586663
ENSMUSG00000032289	chr9	59874214	60429329
ENSMUSG00000034485	chr9	60701728	60789428
ENSMUSG00000032280	chr9	61279592	61325778
ENSMUSG00000007892	chr9	61820557	61821872
ENSMUSG00000032254	chr9	61823187	61854074
ENSMUSG00000032278	chr9	61860147	61934152
ENSMUSG00000032252	chr9	61964527	62030067
ENSMUSG00000032249	chr9	62248575	62286363
ENSMUSG00000032244	chr9	62698869	62719237
ENSMUSG00000032245	chr9	62745892	62759288
ENSMUSG00000032246	chr9	62764716	62783203
ENSMUSG00000032405	chr9	62785648	62895206
ENSMUSG00000032403	chr9	63301729	63306528
ENSMUSG00000032402	chr9	63554049	63665476
ENSMUSG00000032400	chr9	64044374	64080386
ENSMUSG00000032399	chr9	64080618	64086351
ENSMUSG00000032398	chr9	64086550	64096874
ENSMUSG00000032397	chr9	64188832	64215617
ENSMUSG00000032396	chr9	64214038	64248812
ENSMUSG00000053641	chr9	64718604	64827061
ENSMUSG00000034263	chr9	64868102	64894901
ENSMUSG00000033629	chr9	64877424	64929186
ENSMUSG00000032393	chr9	64939647	64991784
ENSMUSG00000032816	chr9	65008255	65045229
ENSMUSG00000032394	chr9	65048379	65094313
ENSMUSG00000032392	chr9	65102635	65146506
ENSMUSG00000015357	chr9	65201540	65239568
ENSMUSG00000053862	chr9	65319995	65330597
ENSMUSG00000032388	chr9	65368189	65395752
ENSMUSG00000032387	chr9	65536351	65567819
ENSMUSG00000032386	chr9	65736212	65816076
ENSMUSG00000032384	chr9	65816206	65952297
ENSMUSG00000032383	chr9	65967381	65974142
ENSMUSG00000032382	chr9	65994391	66033869
ENSMUSG00000032381	chr9	66033857	66046307
ENSMUSG00000032380	chr9	66059448	66181013
ENSMUSG00000032376	chr9	66421919	66500444
ENSMUSG00000032375	chr9	66612630	66702811
ENSMUSG00000032373	chr9	66615426	66674186
ENSMUSG00000053040	chr9	66722031	66742644
ENSMUSG00000032370	chr9	66862651	66882766
ENSMUSG00000032366	chr9	66929870	66956953
ENSMUSG00000052698	chr9	67124369	67466985
ENSMUSG00000035284	chr9	67747669	67905024
ENSMUSG00000032238	chr9	68561068	69295528
ENSMUSG00000032235	chr9	69305164	69340489
ENSMUSG00000032231	chr9	69360542	69399077
ENSMUSG00000011958	chr9	69896702	69918942
ENSMUSG00000033543	chr9	69919814	69930176
ENSMUSG00000032220	chr9	70114632	70307048
ENSMUSG00000032218	chr9	70314966	70328874
ENSMUSG00000032217	chr9	70332622	70411135
ENSMUSG00000032212	chr9	70449676	70499528
ENSMUSG00000054693	chr9	70586221	70687511
ENSMUSG00000013584	chr9	71122630	71203527
ENSMUSG00000032199	chr9	71385719	71393257
ENSMUSG00000032232	chr9	71533791	71678884
ENSMUSG00000032228	chr9	71749970	72019177
ENSMUSG00000032216	chr9	72569596	72657134
ENSMUSG00000034563	chr9	72892674	72923626
ENSMUSG00000098332	chr9	72945733	72950266
ENSMUSG00000032215	chr9	73020694	73030994
ENSMUSG00000034858	chr9	74859669	74939762
ENSMUSG00000007656	chr9	74944866	74967595
ENSMUSG00000034593	chr9	74978297	75130970
ENSMUSG00000032192	chr9	75213524	75253203
ENSMUSG00000032357	chr9	76858975	76953076
ENSMUSG00000032352	chr9	77338092	77452194
ENSMUSG00000032350	chr9	77661797	77701770
ENSMUSG00000032349	chr9	77818113	77891802
ENSMUSG00000009828	chr9	78015991	78079393
ENSMUSG00000032348	chr9	78090056	78117763
ENSMUSG00000032342	chr9	78355469	78383594
ENSMUSG00000032332	chr9	79506268	79626135
ENSMUSG00000032330	chr9	79653049	79667162
ENSMUSG00000032328	chr9	79675532	79700853
ENSMUSG00000034898	chr9	79708691	79920133
ENSMUSG00000034252	chr9	79974036	80053804
ENSMUSG00000033577	chr9	80072282	80219011
ENSMUSG00000032251	chr9	82711551	82760396
ENSMUSG00000032253	chr9	82748201	82857829
ENSMUSG00000032261	chr9	83430324	83520854
ENSMUSG00000032263	chr9	83807130	84011081
ENSMUSG00000032265	chr9	85202492	85209401
ENSMUSG00000035274	chr9	85724433	85729108
ENSMUSG00000032415	chr9	86189282	86347028
ENSMUSG00000034973	chr9	86349207	86437976
ENSMUSG00000056131	chr9	86424316	86454680
ENSMUSG00000032418	chr9	86462646	86578104
ENSMUSG00000032872	chr9	86903986	86961543
ENSMUSG00000056919	chr9	87071630	87137624
ENSMUSG00000032420	chr9	88209089	88254146
ENSMUSG00000032422	chr9	88258799	88321108
ENSMUSG00000032423	chr9	88329062	88364653
ENSMUSG00000032425	chr9	88430073	88453709
ENSMUSG00000099974	chr9	88605338	88613967
ENSMUSG00000102037	chr9	88838953	88844472
ENSMUSG00000032353	chr9	89580248	89587130
ENSMUSG00000032359	chr9	89936205	89958148
ENSMUSG00000032363	chr9	90045062	90090124
ENSMUSG00000032369	chr9	92131759	92154621
ENSMUSG00000032372	chr9	92154974	92180106
ENSMUSG00000032377	chr9	92339414	92375563
ENSMUSG00000032374	chr9	92424119	92490494
ENSMUSG00000031129	chr9	94551669	95112500
ENSMUSG00000033350	chr9	95281345	95289832
ENSMUSG00000032407	chr9	95338200	95394093
ENSMUSG00000015354	chr9	95519466	95580207
ENSMUSG00000032839	chr9	95587112	95632428
ENSMUSG00000032409	chr9	95739650	95835263
ENSMUSG00000032410	chr9	95836798	95939856
ENSMUSG00000032411	chr9	96078150	96205699
ENSMUSG00000032412	chr9	96214674	96246814
ENSMUSG00000032413	chr9	96421353	96513674
ENSMUSG00000032449	chr9	96950238	96993267
ENSMUSG00000032452	chr9	97326448	97915305
ENSMUSG00000032456	chr9	98169483	98302816
ENSMUSG00000032458	chr9	98445709	98472072
ENSMUSG00000032459	chr9	98470779	98483732
ENSMUSG00000032463	chr9	98868413	98884555
ENSMUSG00000032462	chr9	98918704	99022674
ENSMUSG00000056267	chr9	99125375	99182460
ENSMUSG00000032470	chr9	99267471	99319617
ENSMUSG00000032468	chr9	99360425	99451229
ENSMUSG00000032469	chr9	99457824	99467055
ENSMUSG00000032475	chr9	100374344	100428192
ENSMUSG00000032527	chr9	100864085	100916978
ENSMUSG00000032537	chr9	101799327	102231898
ENSMUSG00000032534	chr9	102461787	102503733
ENSMUSG00000035048	chr9	102503477	102533367
ENSMUSG00000032531	chr9	102593836	102610617
ENSMUSG00000032547	chr9	102712002	102785504
ENSMUSG00000032548	chr9	102865911	102973201
ENSMUSG00000032553	chr9	103065219	103079347
ENSMUSG00000032554	chr9	103081200	103107814
ENSMUSG00000032555	chr9	103182356	103227631
ENSMUSG00000032803	chr9	103230293	103243039
ENSMUSG00000032558	chr9	103879743	103921017
ENSMUSG00000032557	chr9	103923759	103940833
ENSMUSG00000032560	chr9	104028481	104140162
ENSMUSG00000032564	chr9	104424485	104911743
ENSMUSG00000032563	chr9	104930427	104958084
ENSMUSG00000032567	chr9	105272508	105289428
ENSMUSG00000032570	chr9	105280738	105404518
ENSMUSG00000032571	chr9	105520160	105564856
ENSMUSG00000032786	chr9	106110642	106135734
ENSMUSG00000053716	chr9	106245143	106252923
ENSMUSG00000032575	chr9	106715511	106769727
ENSMUSG00000032577	chr9	107132124	107167076
ENSMUSG00000010045	chr9	107411144	107415881
ENSMUSG00000010057	chr9	107419129	107423232
ENSMUSG00000010044	chr9	107424488	107428518
ENSMUSG00000010067	chr9	107428619	107439467
ENSMUSG00000010054	chr9	107440429	107443910
ENSMUSG00000010047	chr9	107445086	107450171
ENSMUSG00000010048	chr9	107464806	107470584
ENSMUSG00000032562	chr9	107491324	107512626
ENSMUSG00000010064	chr9	107527815	107547018
ENSMUSG00000034684	chr9	107558698	107587674
ENSMUSG00000032580	chr9	107617570	107648224
ENSMUSG00000032582	chr9	107650758	107750436
ENSMUSG00000032583	chr9	107765246	107780348
ENSMUSG00000032594	chr9	107879258	107925989
ENSMUSG00000032590	chr9	107962575	107972076
ENSMUSG00000032606	chr9	108167601	108173698
ENSMUSG00000032607	chr9	108173865	108179501
ENSMUSG00000007815	chr9	108182242	108215142
ENSMUSG00000032612	chr9	108225022	108269744
ENSMUSG00000032609	chr9	108324835	108338922
ENSMUSG00000052911	chr9	108356935	108367729
ENSMUSG00000006676	chr9	108367801	108379627
ENSMUSG00000032604	chr9	108384905	108393140
ENSMUSG00000006673	chr9	108393984	108437379
ENSMUSG00000032602	chr9	108539250	108562760
ENSMUSG00000032601	chr9	108566513	108627641
ENSMUSG00000032599	chr9	108648036	108684638
ENSMUSG00000025651	chr9	108765701	108778710
ENSMUSG00000025648	chr9	108820832	108862847
ENSMUSG00000025647	chr9	108867633	108887029
ENSMUSG00000025646	chr9	108887001	108903228
ENSMUSG00000032478	chr9	109661662	109672184
ENSMUSG00000032477	chr9	109704583	109723540
ENSMUSG00000032479	chr9	109751712	109913023
ENSMUSG00000032480	chr9	109913387	109946898
ENSMUSG00000032481	chr9	109946776	110069252
ENSMUSG00000032485	chr9	110158229	110214024
ENSMUSG00000054792	chr9	110254978	110306016
ENSMUSG00000032492	chr9	110550767	110576259
ENSMUSG00000032497	chr9	110915149	111055323
ENSMUSG00000032498	chr9	111048717	111100859
ENSMUSG00000032500	chr9	111267985	111318680
ENSMUSG00000032504	chr9	113480803	113537380
ENSMUSG00000033392	chr9	113570508	113749863
ENSMUSG00000009741	chr9	113760002	113807094
ENSMUSG00000032507	chr9	113785962	113875259
ENSMUSG00000032431	chr9	114202582	114219802
ENSMUSG00000056167	chr9	114414476	114469302
ENSMUSG00000032435	chr9	114517768	114553383
ENSMUSG00000032434	chr9	114560184	114580918
ENSMUSG00000032436	chr9	114585900	114611094
ENSMUSG00000032437	chr9	115067685	115140000
ENSMUSG00000032440	chr9	115913361	116004800
ENSMUSG00000010651	chr9	118977091	118986161
ENSMUSG00000032508	chr9	119165000	119170486
ENSMUSG00000032512	chr9	119723922	119755654
ENSMUSG00000032515	chr9	119800228	119815025
ENSMUSG00000052336	chr9	119877749	119898945
ENSMUSG00000032519	chr9	119939387	119955157
ENSMUSG00000032518	chr9	119956755	119962787
ENSMUSG00000006941	chr9	120306993	120324396
ENSMUSG00000025794	chr9	120400489	120403866
ENSMUSG00000006932	chr9	120757422	120789579
ENSMUSG00000032536	chr9	121126568	121303990
ENSMUSG00000032526	chr9	121539395	121543735
ENSMUSG00000032525	chr9	121548226	121585910
ENSMUSG00000013419	chr9	121588396	121600808
ENSMUSG00000032540	chr9	122180621	122222936
ENSMUSG00000032551	chr9	122774154	122780071
ENSMUSG00000025786	chr9	122893031	122942436
ENSMUSG00000025785	chr9	122941956	122972803
ENSMUSG00000025784	chr9	122979925	122987055
ENSMUSG00000054871	chr9	123088118	123089829
ENSMUSG00000035202	chr9	123195952	123291731
ENSMUSG00000015202	chr10	7068143	7162247
ENSMUSG00000015757	chr10	7668636	7699116
ENSMUSG00000015755	chr10	7781417	7832252
ENSMUSG00000015305	chr10	8597917	8761989
ENSMUSG00000055493	chr10	11219132	11335388
ENSMUSG00000015501	chr10	13841518	14027128
ENSMUSG00000097705	chr10	22062113	22182328
ENSMUSG00000010461	chr10	22978861	23226817
ENSMUSG00000098188	chr10	59057720	59087166
ENSMUSG00000009647	chr10	59282806	59452522
ENSMUSG00000014329	chr10	70758662	70996002
ENSMUSG00000009681	chr10	74896400	75020753
ENSMUSG00000033444	chr10	75047881	75148578
ENSMUSG00000033416	chr10	75186945	75353811
ENSMUSG00000033427	chr10	75236949	75279771
ENSMUSG00000033318	chr10	75666948	75673258
ENSMUSG00000033307	chr10	75695187	75696122
ENSMUSG00000032977	chr10	77321667	77351702
ENSMUSG00000009291	chr10	77417538	77434571
ENSMUSG00000009293	chr10	77457960	77481831
ENSMUSG00000053329	chr10	77994309	78005629
ENSMUSG00000032788	chr10	78272578	78300849
ENSMUSG00000032763	chr10	78410180	78420336
ENSMUSG00000032714	chr10	78420315	78427810
ENSMUSG00000006498	chr10	79690261	79700605
ENSMUSG00000013833	chr10	79730539	79744786
